,neighborhood_id,house_type_id,is_renewal_needed,is_new_development,sq_mt_built,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,buy_price,buy_price_by_area,latitude,longitude
0,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,64.0,2,1.0,3,True,False,False,False,False,False,False,85000,1328,40.343263050000004,-3.688352297394898
1,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,True,False,70.0,3,1.0,4,True,True,False,False,True,False,False,129900,1856,40.3551089,-3.7001047141537544
2,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,94.0,2,2.0,1,True,True,False,True,False,False,False,144247,1535,40.3455389,-3.7109697
3,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,64.0,2,1.0,Bajo,True,True,False,True,False,False,False,109900,1717,40.3455389,-3.7109697
4,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,108.0,2,2.0,4,True,True,True,True,False,False,True,260000,2407,40.3558406,-3.688398889638639
5,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,126.0,4,2.0,3,True,False,True,False,True,True,False,195000,1548,40.3455389,-3.7109697
6,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,120.0,5,2.0,1,True,False,True,True,True,True,True,190000,1583,40.3455389,-3.7109697
7,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,125.0,3,2.0,2,True,False,False,False,True,False,False,198500,1588,40.3455389,-3.7109697
8,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,85.0,2,1.0,7,True,False,False,False,True,False,False,131400,1546,40.3558406,-3.688398889638639
9,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,69.0,2,2.0,2,True,False,False,False,True,False,False,118000,1710,40.3455389,-3.7109697
10,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,123.0,3,2.0,4,True,True,False,False,False,False,False,195000,1585,40.3558406,-3.688398889638639
11,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,109.0,3,2.0,3,True,True,False,True,True,False,False,205000,1881,40.3551089,-3.7001047141537544
12,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,64.0,3,1.0,3,True,False,False,False,True,False,False,72000,1125,40.343263050000004,-3.688352297394898
13,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,115.0,3,1.0,1,True,False,False,False,True,False,False,184900,1608,40.3558406,-3.688398889638639
14,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,65.0,3,1.0,4,True,False,False,False,True,False,False,90000,1385,40.3551089,-3.7001047141537544
15,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,75.0,3,1.0,3,True,True,False,False,True,False,False,129900,1732,40.3455389,-3.7109697
16,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,60.0,2,1.0,Bajo,True,False,False,False,False,False,False,94900,1582,40.343263050000004,-3.688352297394898
17,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,60.0,2,1.0,2,True,False,False,False,True,False,False,89900,1498,40.3455389,-3.7109697
18,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,95.0,4,2.0,4,True,False,False,False,False,False,False,144900,1525,40.3551089,-3.7001047141537544
19,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,76.0,3,1.0,2,True,False,False,False,True,False,False,110000,1447,40.3455389,-3.7109697
20,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,75.0,3,1.0,3,True,False,True,False,True,False,False,138000,1840,40.3455389,-3.7109697
21,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,112.0,4,2.0,2,True,True,True,True,False,False,True,280000,2500,40.3399339,-3.6733878585167616
22,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,65.0,3,1.0,1,True,True,False,False,False,False,True,150000,2308,40.3558406,-3.688398889638639
23,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,70.0,2,1.0,3,True,False,False,False,True,True,False,145900,2084,40.3455389,-3.7109697
24,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,123.0,3,2.0,7,True,True,True,True,False,False,True,298000,2423,40.3558406,-3.688398889638639
25,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,72.0,2,1.0,3,True,False,True,False,False,True,False,138000,1917,40.3455389,-3.7109697
26,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,61.0,3,1.0,5,True,False,False,False,False,True,False,100000,1639,40.3399339,-3.6733878585167616
27,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,71.0,3,1.0,1,True,False,False,False,True,False,False,131400,1851,40.3455389,-3.7109697
28,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,87.0,3,1.0,2,True,False,False,False,True,False,False,96000,1103,40.3558406,-3.688398889638639
29,"Butarque, Villaverde(Madrid)",HouseType 4: Dúplex,False,False,125.0,3,3.0,7,True,True,False,True,True,False,True,275000,2200,40.3399339,-3.6733878585167616
30,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,97.0,2,2.0,Bajo,True,True,False,False,True,False,True,266122,2744,40.3399339,-3.6733878585167616
31,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,93.0,2,2.0,7,True,True,False,False,True,False,True,228273,2455,40.3399339,-3.6733878585167616
32,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,103.0,4,2.0,1,True,True,False,True,False,False,False,171900,1669,40.3551089,-3.7001047141537544
33,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,False,83.0,2,2.0,7,True,True,True,True,True,False,True,228273,2750,40.3399339,-3.6733878585167616
34,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,45.0,2,1.0,1,True,False,False,False,False,True,False,85000,1889,40.3558406,-3.688398889638639
35,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,74.0,3,1.0,1,True,False,False,True,False,False,False,139000,1878,40.3551089,-3.7001047141537544
36,"Butarque, Villaverde(Madrid)",HouseType 4: Dúplex,False,False,125.0,3,2.0,7,True,True,False,True,True,False,True,272500,2180,40.3399339,-3.6733878585167616
37,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,126.0,4,2.0,Bajo,True,True,True,True,True,False,True,275000,2183,40.3399339,-3.6733878585167616
38,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,False,158.0,3,2.0,4,True,True,True,True,True,False,True,289000,1829,40.3399339,-3.6733878585167616
39,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,108.0,3,2.0,4,True,True,False,False,True,False,False,179000,1657,40.3551089,-3.7001047141537544
40,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,62.0,2,1.0,Bajo,True,True,False,False,False,False,False,123000,1984,40.3455389,-3.7109697
41,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,51.0,2,1.0,3,True,False,False,False,True,False,False,89500,1755,40.3558406,-3.688398889638639
42,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,112.0,3,2.0,3,True,True,True,True,False,False,True,289000,2580,40.3399339,-3.6733878585167616
43,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,109.0,3,2.0,2,True,True,True,True,True,False,True,216278,1984,40.3399339,-3.6733878585167616
44,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,107.0,3,2.0,1,True,True,True,True,True,False,True,207503,1939,40.3399339,-3.6733878585167616
45,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,76.0,2,2.0,3,True,True,True,True,False,False,True,162793,2142,40.3399339,-3.6733878585167616
46,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,105.0,3,2.0,1,True,True,True,True,True,False,True,204999,1952,40.3399339,-3.6733878585167616
47,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,109.0,3,2.0,4,True,True,True,True,True,False,True,220879,2026,40.3399339,-3.6733878585167616
48,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,108.0,3,2.0,4,True,True,True,True,True,False,True,218258,2021,40.3399339,-3.6733878585167616
49,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,109.0,3,2.0,Bajo,True,True,True,True,True,False,True,231855,2127,40.3399339,-3.6733878585167616
50,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,76.0,2,2.0,4,True,True,True,True,False,False,True,163397,2150,40.3399339,-3.6733878585167616
51,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,76.0,2,2.0,2,True,True,True,True,False,False,True,160759,2115,40.3399339,-3.6733878585167616
52,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,108.0,3,2.0,3,True,True,True,True,True,False,True,217169,2011,40.3399339,-3.6733878585167616
53,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,76.0,2,2.0,5,True,True,True,True,False,False,True,165208,2174,40.3399339,-3.6733878585167616
54,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,109.0,3,2.0,3,True,True,True,True,True,False,True,219775,2016,40.3399339,-3.6733878585167616
55,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,108.0,3,2.0,Bajo,True,True,True,True,True,False,True,230817,2137,40.3399339,-3.6733878585167616
56,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,108.0,3,2.0,2,True,True,True,True,True,False,True,213722,1979,40.3399339,-3.6733878585167616
57,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,True,111.0,2,2.0,6,True,True,True,True,True,False,True,230749,2079,40.3399339,-3.6733878585167616
58,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,115.0,3,2.0,2,True,True,True,True,False,False,True,233789,2033,40.3399339,-3.6733878585167616
59,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,115.0,3,2.0,1,True,True,True,True,False,False,True,230789,2007,40.3399339,-3.6733878585167616
60,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,117.0,3,2.0,1,True,True,True,True,True,False,True,244171,2087,40.3399339,-3.6733878585167616
61,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,117.0,3,2.0,1,True,True,True,True,True,False,True,243468,2081,40.3399339,-3.6733878585167616
62,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,117.0,3,2.0,1,True,True,True,True,True,False,True,244798,2092,40.3399339,-3.6733878585167616
63,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,118.0,3,2.0,1,True,True,True,True,False,False,True,219235,1858,40.3399339,-3.6733878585167616
64,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,115.0,3,2.0,5,True,True,True,True,False,False,True,242789,2111,40.3399339,-3.6733878585167616
65,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,106.0,3,2.0,3,True,True,False,False,True,False,True,251569,2373,40.3399339,-3.6733878585167616
66,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,103.0,3,2.0,3,True,True,False,False,True,False,True,235402,2285,40.3399339,-3.6733878585167616
67,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,103.0,3,2.0,1,True,True,False,False,True,False,True,235172,2283,40.3399339,-3.6733878585167616
68,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,103.0,3,2.0,5,True,True,False,False,True,False,True,236227,2293,40.3399339,-3.6733878585167616
69,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,114.0,3,2.0,2,True,True,False,False,True,False,True,254710,2234,40.3399339,-3.6733878585167616
70,"Butarque, Villaverde(Madrid)",HouseType 4: Dúplex,False,False,140.0,3,3.0,7,True,True,False,True,True,False,True,272500,1946,40.3399339,-3.6733878585167616
71,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,58.0,3,1.0,2,True,False,False,False,False,False,False,85000,1466,40.3558406,-3.688398889638639
72,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,65.0,3,1.0,1,True,False,False,False,True,False,False,94000,1446,40.343263050000004,-3.688352297394898
73,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,110.0,4,2.0,1,True,False,False,False,True,True,False,175000,1591,40.3558406,-3.688398889638639
74,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,173.0,4,2.0,2,True,True,True,True,False,False,True,268000,1549,40.3399339,-3.6733878585167616
75,"San Andrés, Villaverde(Madrid)",HouseType 5: Áticos,False,False,75.0,2,1.0,3,True,True,False,True,True,False,False,156000,2080,40.3455389,-3.7109697
76,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,True,90.0,1,1.0,7,True,True,True,True,True,False,True,183159,2035,40.3399339,-3.6733878585167616
77,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,125.0,3,2.0,1,True,True,True,True,False,False,False,210000,1680,40.3558406,-3.688398889638639
78,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,58.0,2,1.0,Bajo,True,False,False,False,False,False,False,85000,1466,40.3455389,-3.7109697
79,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,92.0,3,1.0,6,True,True,False,False,True,False,False,159900,1738,40.3551089,-3.7001047141537544
80,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,70.0,2,1.0,3,True,False,False,False,False,False,False,117000,1671,40.3455389,-3.7109697
81,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,54.0,2,1.0,2,True,False,False,False,False,True,False,110000,2037,40.3455389,-3.7109697
82,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,52.0,2,1.0,1,True,False,False,False,False,False,False,100000,1923,40.3558406,-3.688398889638639
83,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,108.0,3,1.0,2,True,False,False,False,True,False,False,140000,1296,40.3455389,-3.7109697
84,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,65.0,2,1.0,3,True,False,False,False,True,False,False,106500,1638,40.3558406,-3.688398889638639
85,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,102.0,3,2.0,3,True,False,False,False,True,False,False,127500,1250,40.3558406,-3.688398889638639
86,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,80.0,2,1.0,3,True,True,True,True,True,False,False,148000,1850,40.3455389,-3.7109697
87,"Butarque, Villaverde(Madrid)",HouseType 4: Dúplex,False,False,108.0,2,1.0,4,True,True,True,True,True,False,True,205000,1898,40.3399339,-3.6733878585167616
88,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,80.0,3,2.0,4,True,True,True,False,False,False,True,220000,2750,40.3558406,-3.688398889638639
89,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,16.0,3,1.0,1,True,False,False,False,False,False,False,114000,7125,40.3558406,-3.688398889638639
90,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,54.0,2,1.0,3,True,False,False,False,True,False,False,89900,1665,40.3455389,-3.7109697
91,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,70.0,2,2.0,4,True,True,True,True,False,False,True,210000,3000,40.3558406,-3.688398889638639
92,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,99.0,2,2.0,Entreplanta exterior,True,True,False,False,False,False,False,145000,1465,40.3455389,-3.7109697
93,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,64.0,3,1.0,5,True,False,False,False,False,False,False,104000,1625,40.3551089,-3.7001047141537544
94,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,107.0,3,2.0,6,True,True,True,True,True,False,True,228629,2137,40.3399339,-3.6733878585167616
95,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,76.0,2,2.0,6,True,True,True,True,False,False,True,169021,2224,40.3399339,-3.6733878585167616
96,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,109.0,3,2.0,5,True,True,True,True,True,False,True,223022,2046,40.3399339,-3.6733878585167616
97,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,108.0,3,2.0,5,True,True,True,True,True,False,True,220072,2038,40.3399339,-3.6733878585167616
98,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,103.0,3,2.0,6,True,True,False,False,True,False,True,235718,2289,40.3399339,-3.6733878585167616
99,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,103.0,3,2.0,1,True,True,True,True,False,False,True,245000,2379,40.3399339,-3.6733878585167616
100,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,143.0,3,2.0,Bajo,True,True,True,True,False,False,True,260000,1818,40.3399339,-3.6733878585167616
101,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,99.0,3,2.0,6,True,True,True,True,False,False,True,235000,2374,40.3399339,-3.6733878585167616
102,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,100.0,3,2.0,3,True,True,True,True,False,False,True,235000,2350,40.3399339,-3.6733878585167616
103,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,176.0,2,2.0,6,True,True,True,True,False,False,True,265000,1506,40.3399339,-3.6733878585167616
104,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,87.0,2,2.0,2,True,True,True,True,False,False,True,190000,2184,40.3399339,-3.6733878585167616
105,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,106.0,3,2.0,4,True,True,False,False,True,False,True,256115,2416,40.3399339,-3.6733878585167616
106,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,113.0,3,2.0,Bajo,True,True,False,False,True,False,True,261989,2318,40.3399339,-3.6733878585167616
107,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,115.0,3,2.0,1,True,True,False,False,True,False,True,273353,2377,40.3399339,-3.6733878585167616
108,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,129.0,3,2.0,7,True,True,False,False,True,False,True,297621,2307,40.3399339,-3.6733878585167616
109,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,True,115.0,3,2.0,6,True,True,False,False,True,False,True,279778,2433,40.3399339,-3.6733878585167616
110,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,110.0,2,2.0,Bajo,True,False,False,True,True,False,False,135000,1227,40.3455389,-3.7109697
111,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,90.0,3,2.0,2,True,True,False,True,True,False,False,195000,2167,40.3551089,-3.7001047141537544
112,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,60.0,2,1.0,1,True,False,False,False,False,False,False,126900,2115,40.3558406,-3.688398889638639
113,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,80.0,3,1.0,Bajo,True,False,False,False,True,False,False,145000,1812,40.3455389,-3.7109697
114,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,73.0,2,1.0,1,True,True,False,False,False,False,False,127500,1747,40.3455389,-3.7109697
115,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,122.0,3,2.0,Bajo,True,True,True,False,False,False,False,179000,1467,40.3455389,-3.7109697
116,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,98.0,3,2.0,Bajo,True,True,True,True,True,False,True,266122,2716,40.3399339,-3.6733878585167616
117,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,97.0,3,2.0,Bajo,True,True,True,True,True,False,True,261989,2701,40.3399339,-3.6733878585167616
118,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,False,111.0,3,2.0,7,True,True,True,True,True,False,True,297621,2681,40.3399339,-3.6733878585167616
119,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,99.0,3,2.0,3,True,True,True,True,True,False,True,251569,2541,40.3399339,-3.6733878585167616
120,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,True,False,77.0,3,1.0,1,True,False,False,False,False,False,False,113500,1474,40.3558406,-3.688398889638639
121,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,85.0,3,1.0,4,True,False,False,False,True,False,False,138000,1624,40.3455389,-3.7109697
122,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,90.0,3,2.0,2,True,True,True,True,False,False,True,225000,2500,40.3399339,-3.6733878585167616
123,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,133.0,2,1.0,6,True,True,True,True,True,True,True,264000,1985,40.3558406,-3.688398889638639
124,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,60.0,3,1.0,2,True,False,False,False,False,False,False,98260,1638,40.3558406,-3.688398889638639
125,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,133.0,3,3.0,7,True,True,False,True,True,False,True,275000,2068,40.3399339,-3.6733878585167616
126,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,85.0,2,1.0,2,True,False,False,False,False,True,False,124000,1459,40.3455389,-3.7109697
127,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,True,59.0,2,2.0,3,True,True,True,True,True,False,True,164513,2788,40.3551089,-3.7001047141537544
128,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,True,59.0,2,2.0,1,True,True,True,True,True,False,True,164416,2787,40.3551089,-3.7001047141537544
129,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,True,58.0,2,2.0,4,True,True,True,True,True,False,True,165435,2852,40.3551089,-3.7001047141537544
130,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,True,79.0,3,2.0,1,True,True,True,True,True,False,True,202629,2565,40.3551089,-3.7001047141537544
131,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,True,60.0,2,2.0,Bajo,True,True,True,True,True,False,True,164242,2737,40.3551089,-3.7001047141537544
132,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,121.0,3,2.0,3,True,True,True,True,True,True,True,260000,2149,40.3558406,-3.688398889638639
133,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,126.0,3,2.0,2,True,True,True,True,True,False,True,294900,2340,40.3455389,-3.7109697
134,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,134.0,4,2.0,1,True,True,True,True,True,False,True,319900,2387,40.3455389,-3.7109697
135,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,111.0,3,2.0,1,True,True,True,True,True,False,True,259900,2341,40.3455389,-3.7109697
136,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,122.0,3,2.0,2,True,True,True,True,True,False,True,285900,2343,40.3455389,-3.7109697
137,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,125.0,3,2.0,1,True,True,True,True,True,False,True,289900,2319,40.3455389,-3.7109697
138,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,True,102.0,2,2.0,1,True,True,True,True,True,False,True,249900,2450,40.3455389,-3.7109697
139,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,104.0,3,2.0,1,True,True,True,True,True,False,True,273352,2628,40.3399339,-3.6733878585167616
140,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,66.0,3,1.0,1,True,True,False,False,True,False,False,104900,1589,40.343263050000004,-3.688352297394898
141,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,95.0,2,1.0,2,True,False,False,False,True,True,False,155000,1632,40.3455389,-3.7109697
142,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,74.0,3,1.0,1,True,False,False,False,False,False,False,100000,1351,40.343263050000004,-3.688352297394898
143,"Butarque, Villaverde(Madrid)",HouseType 1: Pisos,False,False,97.0,2,1.0,Bajo,True,True,True,True,True,False,True,210000,2165,40.3399339,-3.6733878585167616
144,"San Andrés, Villaverde(Madrid)",HouseType 5: Áticos,False,False,90.0,2,2.0,7,True,True,True,True,False,False,True,240000,2667,40.3455389,-3.7109697
145,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,130.0,4,2.0,3,True,True,False,False,True,False,True,257000,1977,40.3455389,-3.7109697
146,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,49.0,2,1.0,Bajo,True,True,False,False,False,False,False,84000,1714,40.3455389,-3.7109697
147,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,151.0,3,2.0,6,True,True,True,True,False,False,True,314000,2079,40.3558406,-3.688398889638639
148,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,69.0,3,1.0,4,True,False,False,True,True,False,False,107000,1551,40.343263050000004,-3.688352297394898
149,"Butarque, Villaverde(Madrid)",HouseType 5: Áticos,False,False,170.0,3,2.0,8,True,True,True,True,True,False,True,325000,1912,40.3399339,-3.6733878585167616
150,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,98.0,3,2.0,7,True,True,True,True,False,False,True,284900,2907,40.3558406,-3.688398889638639
151,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,50.0,1,1.0,7,True,True,True,True,False,False,True,135000,2700,40.3455389,-3.7109697
152,"San Andrés, Villaverde(Madrid)",HouseType 5: Áticos,False,False,136.0,3,2.0,5,True,True,True,False,True,False,False,230000,1691,40.3455389,-3.7109697
153,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,80.0,3,1.0,3,True,True,False,True,False,False,False,163000,2038,40.3551089,-3.7001047141537544
154,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,95.0,3,1.0,2,True,False,False,False,True,False,False,185000,1947,40.3455389,-3.7109697
155,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,True,False,56.0,3,1.0,5,True,False,False,False,True,False,False,80000,1429,40.3551089,-3.7001047141537544
156,"Los Rosales, Villaverde(Madrid)",HouseType 1: Pisos,False,False,43.0,1,1.0,Bajo,True,False,False,False,False,False,False,84000,1953,40.3558406,-3.688398889638639
157,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,72.0,3,1.0,3,True,True,False,False,True,False,False,119900,1665,40.3455389,-3.7109697
158,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,100.0,4,2.0,1,True,True,False,True,False,False,False,154900,1549,40.3551089,-3.7001047141537544
159,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,True,False,70.0,3,1.0,4,True,True,False,False,True,False,False,119900,1713,40.3551089,-3.7001047141537544
160,"San Cristóbal, Villaverde(Madrid)",HouseType 1: Pisos,False,False,60.0,2,1.0,Bajo,True,False,False,False,False,False,False,79900,1332,40.343263050000004,-3.688352297394898
161,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,False,False,60.0,2,1.0,2,True,False,False,False,True,False,False,79900,1332,40.3455389,-3.7109697
162,"Los Ángeles, Villaverde(Madrid)",HouseType 1: Pisos,False,False,91.0,3,2.0,3,True,False,False,False,False,False,False,129900,1427,40.3551089,-3.7001047141537544
163,"San Andrés, Villaverde(Madrid)",HouseType 1: Pisos,True,False,74.0,3,1.0,2,True,False,False,False,True,False,False,99900,1350,40.3455389,-3.7109697
