,house_type_id,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
14195,0,0,0,47.0,1,1.0,4.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,350000
14197,0,0,0,58.0,2,1.0,3.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,280000
14199,0,0,0,120.0,4,2.0,2.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,530000
14201,0,1,0,100.0,4,1.0,2.0,1,1,0,0,1,1,0,40.4083825,-3.7008182,449000
14202,0,1,0,72.0,3,1.0,1.0,1,0,0,1,1,1,0,40.4083825,-3.7008182,265000
14203,0,0,0,64.0,1,1.0,2.0,1,1,1,0,0,1,0,40.41512925,-3.715617998399092,295000
14204,0,0,0,110.0,2,2.0,1.0,1,1,0,0,0,1,0,40.41782720000001,-3.7022220899150735,539000
14205,0,1,0,56.0,2,1.0,2.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,210000
14207,0,0,0,55.0,2,1.0,1.0,1,0,0,0,0,0,0,40.4267079,-3.7042311,249000
14208,0,1,0,167.0,4,2.0,1.0,1,0,0,0,0,1,0,40.4227415,-3.6993271,725000
14212,2,0,0,73.0,1,1.0,5.0,1,1,0,0,1,0,0,40.4267079,-3.7042311,475000
14213,0,0,0,162.0,5,2.0,1.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,670000
14214,0,0,0,78.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,485000
14216,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,525000
14217,0,0,0,162.0,5,2.0,1.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,670000
14218,0,0,0,162.0,5,2.0,1.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,670000
14219,0,1,0,235.0,4,2.0,2.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,950000
14220,0,1,0,235.0,4,2.0,2.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,950000
14221,0,1,0,110.0,3,1.0,0.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,420000
14222,0,0,0,179.0,5,5.0,1.0,1,0,0,0,0,1,0,40.4227415,-3.6993271,999000
14224,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14225,0,0,0,37.0,1,1.0,2.0,0,1,0,0,0,0,0,40.4267079,-3.7042311,215000
14226,0,0,0,105.0,3,3.0,2.0,0,1,0,0,0,0,0,40.4141154,-3.701364,490000
14228,0,1,0,142.0,3,1.0,1.0,1,0,0,0,0,0,0,40.4227415,-3.6993271,600000
14229,0,1,0,60.0,2,1.0,5.0,1,1,0,0,1,0,0,40.4083825,-3.7008182,320000
14230,0,0,0,66.0,1,1.0,0.0,0,1,0,0,1,0,0,40.4083825,-3.7008182,350000
14232,0,0,0,140.0,3,2.0,3.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,800000
14233,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,520000
14235,0,0,0,54.0,1,1.0,5.0,0,1,0,0,0,0,0,40.4141154,-3.701364,280000
14236,0,0,0,42.0,2,1.0,0.0,0,0,0,0,0,0,0,40.4267079,-3.7042311,215000
14237,0,0,0,141.0,4,2.0,1.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,795000
14238,0,1,0,39.0,2,1.0,4.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,160000
14239,0,0,0,53.0,1,1.0,-1.0,1,1,0,0,0,0,0,40.41782720000001,-3.7022220899150735,240000
14241,0,0,0,67.0,2,2.0,1.0,1,1,0,0,1,1,0,40.4267079,-3.7042311,550000
14242,0,0,0,111.0,3,1.0,4.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,550000
14248,0,0,0,70.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14249,0,0,0,95.0,2,2.0,1.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,540000
14250,0,0,0,129.0,6,6.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,1100000
14251,0,0,0,70.0,2,2.0,0.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14252,0,0,0,65.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14254,0,0,0,60.0,2,1.0,2.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,299000
14255,0,0,0,60.0,1,1.0,1.0,0,0,0,1,0,1,0,40.4267079,-3.7042311,260000
14256,0,0,0,179.0,5,5.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,999000
14260,0,1,0,150.0,6,2.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,700000
14262,0,0,0,53.0,2,1.0,4.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,200000
14263,0,0,0,41.0,1,1.0,1.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,170000
14268,0,0,0,85.0,1,1.0,4.0,1,1,0,1,0,0,0,40.4227415,-3.6993271,575000
14270,0,0,0,193.0,3,2.0,2.0,1,1,0,1,0,1,0,40.41782720000001,-3.7022220899150735,900000
14271,0,0,0,68.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,485000
14272,0,0,0,141.0,2,2.0,2.0,1,0,0,0,0,1,0,40.41782720000001,-3.7022220899150735,530000
14274,0,0,0,179.0,5,5.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,999000
14275,0,0,0,33.0,1,1.0,4.0,1,0,0,0,1,0,0,40.4083825,-3.7008182,160000
14277,0,0,0,60.0,1,1.0,1.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,245000
14278,0,0,0,41.0,2,1.0,4.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,230000
14280,0,0,0,60.0,1,1.0,0.5,1,1,0,0,0,0,0,40.4083825,-3.7008182,259000
14282,0,0,0,78.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,495000
14283,0,0,0,86.0,1,1.0,1.0,0,1,0,0,0,0,0,40.41512925,-3.715617998399092,299000
14284,0,0,0,140.0,3,2.0,2.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,499000
14285,0,0,0,50.0,1,1.0,3.0,0,0,0,0,0,1,0,40.4267079,-3.7042311,275000
14286,0,0,0,72.0,2,2.0,4.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,280000
14288,0,0,0,109.0,3,3.0,1.0,1,0,0,1,0,1,0,40.4227415,-3.6993271,740000
14289,0,0,0,90.0,2,3.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,550000
14290,0,0,0,119.0,3,2.0,3.0,1,1,0,0,0,1,0,40.4141154,-3.701364,575000
14292,0,1,0,102.0,4,1.0,3.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,365000
14294,0,0,0,206.0,3,2.0,1.0,1,1,0,0,0,1,0,40.4141154,-3.701364,850000
14296,0,0,0,53.0,1,1.0,1.0,1,0,0,0,0,1,0,40.4227415,-3.6993271,290000
14297,0,0,0,50.0,1,1.0,1.0,0,0,0,0,1,0,0,40.4227415,-3.6993271,275000
14298,0,0,0,50.0,1,1.0,1.0,0,0,0,1,0,0,0,40.41512925,-3.715617998399092,250000
14299,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,540000
14300,0,0,0,70.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14301,0,0,0,108.0,3,1.0,4.0,1,1,0,0,0,1,0,40.41782720000001,-3.7022220899150735,620000
14302,1,0,0,57.0,2,1.0,3.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,220000
14304,0,0,0,80.0,1,2.0,4.0,1,1,0,0,0,0,0,40.4141154,-3.701364,425000
14305,0,0,0,57.0,1,1.0,2.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,305000
14307,0,0,0,140.0,3,2.0,2.0,1,1,0,1,0,1,0,40.4227415,-3.6993271,750000
14308,0,0,0,48.0,2,1.0,1.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,265000
14311,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,540000
14312,0,0,0,85.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,575000
14315,0,0,0,54.0,2,1.0,4.0,0,0,0,0,0,0,0,40.4267079,-3.7042311,275000
14316,0,0,0,86.0,2,2.0,2.0,1,1,0,0,0,1,0,40.4083825,-3.7008182,369000
14318,0,0,0,70.0,2,1.0,1.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,220000
14319,0,0,0,195.0,5,4.0,1.0,1,1,0,1,0,1,0,40.4227415,-3.6993271,900000
14320,0,1,0,27.0,2,1.0,0.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,149000
14321,0,0,0,96.0,1,1.0,1.0,0,0,0,0,0,0,0,40.41512925,-3.715617998399092,295000
14322,0,1,0,134.0,5,1.0,2.0,1,0,0,1,0,0,0,40.4227415,-3.6993271,520000
14323,0,0,0,37.0,1,1.0,4.0,0,1,0,0,0,0,0,40.4227415,-3.6993271,195000
14325,0,1,0,60.0,3,1.0,-1.0,1,0,0,0,0,0,0,40.4267079,-3.7042311,185000
14329,0,0,0,77.0,2,1.0,-1.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,270000
14330,0,0,0,179.0,5,5.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,999000
14331,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,520000
14332,0,0,0,68.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,495000
14334,0,0,0,68.0,1,1.0,3.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,495000
14336,0,0,0,40.0,1,1.0,3.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,219999
14338,1,0,0,71.0,2,2.0,4.0,1,1,0,0,0,0,0,40.4141154,-3.701364,370000
14339,0,0,0,53.0,1,1.0,1.0,1,0,0,0,0,1,0,40.41512925,-3.715617998399092,290000
14341,0,1,0,171.0,4,2.0,2.0,1,1,1,0,0,1,0,40.4083825,-3.7008182,650000
14347,0,0,0,35.0,1,1.0,0.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,215000
14349,0,0,0,78.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,485000
14352,0,0,1,108.0,2,2.0,4.0,1,1,0,0,0,1,0,40.4141154,-3.701364,850000
14361,0,0,0,105.0,2,2.0,2.0,1,0,0,0,0,1,0,40.4267079,-3.7042311,470000
14363,0,1,0,220.0,2,2.0,3.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,1600000
14364,0,1,0,150.0,4,2.0,3.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,720000
14367,0,1,0,100.0,4,2.0,2.0,0,1,0,0,0,0,0,40.41512925,-3.715617998399092,335000
14368,0,0,0,62.0,1,1.0,1.0,0,1,0,0,0,0,0,40.4227415,-3.6993271,360000
14369,0,0,0,63.0,1,1.0,1.0,1,1,0,0,0,1,0,40.4141154,-3.701364,340000
14371,0,0,0,77.0,2,2.0,2.0,0,1,0,0,0,0,0,40.41782720000001,-3.7022220899150735,375000
14372,0,0,0,100.0,1,1.0,0.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,295000
14373,0,0,0,100.0,4,1.0,1.0,1,1,0,1,0,1,0,40.4083825,-3.7008182,380000
14374,0,1,0,47.0,1,1.0,0.0,0,1,0,0,0,0,0,40.41782720000001,-3.7022220899150735,150000
14376,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14377,0,0,0,80.0,2,1.0,1.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,395000
14378,0,0,0,104.0,3,1.0,2.0,1,0,0,0,0,0,0,40.41512925,-3.715617998399092,530000
14379,0,1,0,37.0,1,1.0,0.0,1,0,0,0,0,0,0,40.4267079,-3.7042311,155000
14381,0,0,0,75.0,2,1.0,2.0,1,0,0,0,0,1,0,40.4267079,-3.7042311,360000
14382,0,0,0,162.0,2,2.0,4.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,800000
14384,0,0,0,119.0,2,2.0,2.0,0,1,0,0,0,0,0,40.41782720000001,-3.7022220899150735,635000
14385,0,0,0,149.0,3,2.0,1.0,1,0,0,0,0,1,0,40.4141154,-3.701364,550000
14387,0,1,0,150.0,4,2.0,1.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,650000
14388,0,1,0,150.0,3,1.0,4.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,650000
14390,0,0,0,54.0,1,1.0,4.0,0,0,0,0,1,0,0,40.4227415,-3.6993271,285000
14391,0,0,0,133.0,2,2.0,1.0,1,0,0,1,0,1,0,40.4227415,-3.6993271,560000
14392,0,0,0,71.0,2,2.0,0.5,0,0,0,0,0,0,0,40.41512925,-3.715617998399092,330000
14393,0,0,0,145.0,4,2.0,2.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,645000
14395,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14396,0,0,0,53.0,1,1.0,2.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,279000
14398,0,0,0,68.0,3,1.0,1.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,255000
14399,0,0,0,50.0,1,1.0,1.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,270000
14401,0,0,0,186.0,3,3.0,4.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,950000
14403,0,0,0,70.0,3,1.0,1.0,1,1,1,0,0,0,0,40.41512925,-3.715617998399092,295000
14404,0,0,0,78.0,1,1.0,2.0,1,0,0,1,1,1,0,40.4141154,-3.701364,290000
14408,0,0,0,130.0,5,3.0,1.0,1,1,0,0,1,0,0,40.4267079,-3.7042311,475000
14409,0,0,0,128.0,3,2.0,2.0,1,1,0,1,0,1,0,40.4141154,-3.701364,550000
14410,0,0,0,161.0,4,3.0,3.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,850000
14417,0,0,0,79.0,1,1.0,2.0,1,0,0,0,0,1,0,40.41782720000001,-3.7022220899150735,425000
14420,0,0,0,159.0,5,5.0,2.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,940000
14422,0,1,0,147.0,5,1.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,560000
14423,0,0,0,75.0,1,1.0,4.0,0,0,0,0,0,0,0,40.41512925,-3.715617998399092,380000
14425,0,0,0,34.0,1,1.0,4.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,175000
14426,0,0,0,70.0,2,2.0,0.5,1,1,0,0,0,1,0,40.4227415,-3.6993271,515000
14427,0,1,0,41.0,1,1.0,1.0,0,1,0,0,0,0,0,40.4267079,-3.7042311,185000
14428,0,0,0,233.0,3,3.0,1.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,895000
14429,0,0,0,70.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,515000
14430,0,0,0,67.0,1,1.0,2.0,0,1,0,0,0,1,0,40.4141154,-3.701364,340000
14431,0,0,1,40.0,1,1.0,5.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,335000
14432,0,0,1,56.0,1,1.0,3.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,350000
14433,0,0,1,50.0,1,1.0,3.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,335000
14439,0,1,0,57.0,2,1.0,3.0,1,0,0,0,0,1,0,40.4083825,-3.7008182,299000
14440,2,0,0,71.0,2,2.0,4.0,1,1,0,0,0,0,0,40.4141154,-3.701364,370000
14443,0,0,0,70.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14445,0,0,0,110.0,3,2.0,5.0,1,1,0,0,1,0,0,40.4083825,-3.7008182,539000
14448,0,0,0,64.0,1,1.0,2.0,1,1,0,0,0,0,0,40.4141154,-3.701364,295000
14449,0,0,0,110.0,3,2.0,1.0,1,0,0,0,0,1,0,40.4141154,-3.701364,479000
14451,2,1,0,68.0,2,1.0,5.0,0,1,0,0,0,0,0,40.4227415,-3.6993271,380000
14455,0,0,0,261.0,3,2.0,4.0,1,1,0,0,0,1,0,40.41782720000001,-3.7022220899150735,1150000
14459,0,1,0,83.0,3,1.0,1.0,1,1,0,0,1,1,0,40.4083825,-3.7008182,280000
14462,0,0,0,73.0,1,2.0,4.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,380000
14464,0,0,0,132.0,4,2.0,3.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,615000
14467,0,1,0,102.0,4,1.0,3.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,360000
14474,0,1,0,77.0,3,1.0,2.0,0,1,1,0,1,0,0,40.4083825,-3.7008182,315000
14475,2,0,0,130.0,2,2.0,4.0,1,1,0,0,1,0,0,40.4227415,-3.6993271,600000
14479,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14480,0,0,0,65.0,2,2.0,1.0,1,1,0,1,1,0,0,40.4083825,-3.7008182,280000
14482,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,540000
14484,0,0,0,159.0,5,5.0,2.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,940000
14485,0,0,0,99.0,2,2.0,1.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,625000
14486,0,0,0,96.0,3,1.0,1.0,1,1,0,0,1,0,0,40.41512925,-3.715617998399092,379000
14487,0,0,0,78.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,495000
14491,0,0,0,120.0,2,1.0,3.0,1,0,0,0,0,1,0,40.4267079,-3.7042311,480000
14495,0,0,0,110.0,2,2.0,2.0,1,1,1,0,0,0,0,40.4141154,-3.701364,650000
14496,0,0,0,50.0,1,1.0,1.0,0,0,0,0,1,0,0,40.4227415,-3.6993271,275000
14497,0,1,0,77.0,3,1.0,3.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,450000
14498,0,0,0,93.0,2,1.0,3.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,465000
14499,0,0,0,44.0,2,2.0,1.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,215000
14501,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14502,0,0,0,159.0,5,5.0,2.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,940000
14503,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14504,0,1,0,81.0,2,1.0,4.0,0,0,0,0,0,0,0,40.4141154,-3.701364,399000
14506,0,0,0,102.0,2,2.0,3.0,1,1,0,0,1,1,0,40.4083825,-3.7008182,449000
14507,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,540000
14508,0,0,0,78.0,3,1.0,1.0,0,1,0,0,0,0,0,40.41512925,-3.715617998399092,399000
14509,0,0,0,89.0,3,1.0,1.0,1,0,0,1,0,1,0,40.4267079,-3.7042311,350000
14510,0,1,0,55.0,3,1.0,1.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,180000
14511,0,0,0,90.0,3,1.0,3.0,1,1,0,0,1,1,0,40.4083825,-3.7008182,350000
14512,0,0,0,158.0,5,3.0,1.0,1,1,0,1,0,1,0,40.4083825,-3.7008182,625000
14513,0,1,0,160.0,4,2.0,3.0,1,1,0,0,0,1,0,40.4083825,-3.7008182,625000
14514,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,525000
14516,0,0,0,129.0,6,6.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,1100000
14519,0,0,0,62.0,2,2.0,0.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,153000
14521,2,0,0,118.0,2,2.0,4.0,1,1,0,0,1,0,0,40.4267079,-3.7042311,890000
14522,0,0,0,85.0,2,1.0,0.0,1,0,0,0,0,0,0,40.4267079,-3.7042311,269000
14525,0,0,0,50.0,1,1.0,2.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,450000
14527,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14528,0,0,0,105.0,3,2.0,3.0,1,0,0,0,0,1,0,40.4267079,-3.7042311,590000
14531,0,0,0,48.0,1,1.0,4.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,335000
14533,0,0,0,261.0,4,2.0,4.0,1,1,0,0,0,1,0,40.4083825,-3.7008182,1150000
14539,0,0,0,55.0,1,1.0,1.0,1,0,0,0,0,1,0,40.4083825,-3.7008182,240000
14542,0,0,0,70.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14543,0,0,0,80.0,2,1.0,1.0,1,1,1,0,0,0,0,40.41782720000001,-3.7022220899150735,450000
14544,0,0,0,117.0,4,1.0,2.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,539000
14546,0,0,0,120.0,2,2.0,1.0,0,1,0,0,0,0,0,40.4141154,-3.701364,635000
14550,0,0,0,159.0,5,5.0,2.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,940000
14551,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14556,0,0,0,184.0,5,5.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,999000
14557,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,520000
14559,0,0,0,81.0,2,1.0,5.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,360000
14561,0,0,0,93.0,2,1.0,3.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,465000
14562,0,0,0,129.0,4,3.0,5.0,1,1,1,0,0,1,0,40.41512925,-3.715617998399092,530000
14563,0,0,0,83.0,2,1.0,2.0,1,0,0,0,0,1,0,40.4083825,-3.7008182,349000
14564,0,0,0,87.0,3,2.0,0.0,1,1,0,0,0,0,0,40.4083825,-3.7008182,275000
14565,0,0,0,69.0,2,1.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,375000
14568,0,0,0,154.0,4,2.0,2.0,1,1,0,1,0,1,0,40.41512925,-3.715617998399092,900000
14571,0,0,0,95.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,525000
14572,0,1,0,130.0,6,2.0,2.0,1,0,0,1,0,1,0,40.4141154,-3.701364,635000
14577,0,0,0,66.0,1,1.0,3.0,1,1,0,0,0,0,0,40.41782720000001,-3.7022220899150735,369000
14578,0,0,0,62.0,1,1.0,5.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,410000
14579,0,0,0,81.0,3,1.0,4.0,0,0,0,0,0,0,0,40.41782720000001,-3.7022220899150735,399000
14580,0,0,0,121.0,6,6.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,1100000
14581,0,0,0,102.0,2,1.0,1.0,1,1,0,1,0,1,0,40.41512925,-3.715617998399092,445000
14582,0,0,0,159.0,5,5.0,2.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,940000
14583,0,0,0,121.0,6,6.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,1100000
14585,0,0,0,65.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14586,0,1,0,257.0,4,3.0,3.0,1,1,0,0,0,1,0,40.4141154,-3.701364,1150000
14587,0,0,0,58.0,1,1.0,0.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,230000
14589,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,540000
14590,0,0,0,184.0,5,5.0,1.0,1,0,0,0,0,1,0,40.4227415,-3.6993271,999000
14591,0,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14592,0,1,0,72.0,3,1.0,3.0,1,0,0,1,0,1,0,40.4083825,-3.7008182,300000
14595,0,0,0,65.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14596,0,0,0,94.0,2,2.0,1.0,1,1,0,1,0,1,0,40.4267079,-3.7042311,540000
14598,0,0,0,159.0,5,5.0,3.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,940000
14600,0,0,0,125.0,4,2.0,2.0,1,0,0,0,1,1,0,40.4267079,-3.7042311,780000
14602,0,0,0,44.0,1,1.0,0.0,0,1,0,0,0,0,0,40.4227415,-3.6993271,185000
14604,0,0,0,60.0,2,2.0,1.0,0,0,0,0,0,0,0,40.4141154,-3.701364,360000
14605,0,0,0,234.0,3,3.0,3.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,1150000
14606,0,0,0,234.0,3,3.0,3.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,1150000
14608,0,0,0,150.0,2,2.0,1.0,1,0,0,0,0,0,0,40.41512925,-3.715617998399092,890000
14611,0,0,0,51.0,2,1.0,4.0,0,0,0,0,0,0,0,40.4083825,-3.7008182,198000
14614,0,0,0,85.0,2,1.0,1.0,0,0,0,0,0,0,0,40.4141154,-3.701364,335000
14615,0,0,0,65.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4227415,-3.6993271,515000
14619,0,0,0,79.0,2,2.0,0.0,1,0,0,0,0,0,0,40.4267079,-3.7042311,450000
14620,0,0,0,252.0,3,3.0,2.0,1,1,0,0,0,0,0,40.4141154,-3.701364,1250000
14623,0,0,0,184.0,5,5.0,1.0,1,0,0,0,0,0,0,40.4227415,-3.6993271,999000
14624,0,1,0,59.0,2,1.0,3.0,1,1,0,0,1,0,0,40.4083825,-3.7008182,170000
14625,0,0,0,47.0,1,1.0,4.0,1,0,0,0,0,0,0,40.4083825,-3.7008182,225000
14626,0,0,0,66.0,1,1.0,3.0,1,1,0,0,0,0,0,40.41512925,-3.715617998399092,369000
14627,0,0,0,72.0,2,1.0,2.0,0,1,0,0,0,0,0,40.4083825,-3.7008182,330000
14628,0,0,0,85.0,3,2.0,4.0,0,0,0,0,0,0,0,40.4227415,-3.6993271,360000
14631,0,0,0,82.0,2,2.0,1.0,1,1,0,0,0,1,0,40.4267079,-3.7042311,520000
14632,0,0,0,68.0,1,1.0,3.0,1,1,0,1,0,0,0,40.4267079,-3.7042311,485000
14634,0,0,0,89.0,3,1.0,4.0,1,1,0,1,0,0,0,40.4083825,-3.7008182,285000
14635,1,0,0,133.0,2,3.0,0.0,0,1,0,0,0,0,0,40.4227415,-3.6993271,690000
14636,0,1,0,95.0,3,2.0,1.0,1,1,0,0,1,1,0,40.4267079,-3.7042311,480000
14640,0,1,0,144.0,4,1.0,4.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,750000
14641,0,0,0,35.0,2,1.0,2.0,0,1,0,0,0,1,0,40.4083825,-3.7008182,169000
14642,0,0,0,230.0,3,3.0,1.0,1,1,0,0,0,1,0,40.41512925,-3.715617998399092,895000
14643,0,0,0,129.0,6,6.0,1.0,1,1,0,0,0,0,0,40.4267079,-3.7042311,1100000
14644,0,0,0,80.0,3,1.0,1.0,1,1,0,0,1,1,0,40.4083825,-3.7008182,325000
14645,0,0,0,110.0,2,2.0,1.0,1,1,0,0,0,1,0,40.41782720000001,-3.7022220899150735,595000
14646,0,0,0,380.0,3,4.0,1.0,1,1,0,0,0,1,0,40.4227415,-3.6993271,1750000
