,house_type_id,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
0,0,0,0,64.0,2,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,85000
1,0,1,0,70.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,129900
3,0,0,0,64.0,2,1.0,0.0,1,1,0,1,0,0,0,40.3455389,-3.7109697,109900
4,0,0,0,108.0,2,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,260000
5,0,0,0,126.0,4,2.0,3.0,1,0,1,0,1,1,0,40.3455389,-3.7109697,195000
6,0,0,0,120.0,5,2.0,1.0,1,0,1,1,1,1,1,40.3455389,-3.7109697,190000
9,0,1,0,69.0,2,2.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,118000
10,0,0,0,123.0,3,2.0,4.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,195000
14,0,0,0,65.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,90000
15,0,1,0,75.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,129900
19,0,1,0,76.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,110000
20,0,0,0,75.0,3,1.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,138000
21,0,0,0,112.0,4,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,280000
22,0,1,0,65.0,3,1.0,1.0,1,1,0,0,0,0,1,40.3558406,-3.688398889638639,150000
25,0,0,0,72.0,2,1.0,3.0,1,0,1,0,0,1,0,40.3455389,-3.7109697,138000
26,0,0,0,61.0,3,1.0,5.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,100000
29,1,0,0,125.0,3,3.0,7.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,275000
34,0,1,0,45.0,2,1.0,1.0,1,0,0,0,0,1,0,40.3558406,-3.688398889638639,85000
35,0,0,0,74.0,3,1.0,1.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,139000
37,0,0,0,126.0,4,2.0,0.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,275000
39,0,0,0,108.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,179000
40,0,0,0,62.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,123000
46,0,0,1,105.0,3,2.0,1.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,204999
71,0,0,0,58.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,85000
73,0,0,0,110.0,4,2.0,1.0,1,0,0,0,1,1,0,40.3558406,-3.688398889638639,175000
77,0,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
81,0,0,0,54.0,2,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,110000
82,0,0,0,52.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,100000
83,0,0,0,108.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
88,0,0,0,80.0,3,2.0,4.0,1,1,1,0,0,0,1,40.3558406,-3.688398889638639,220000
91,0,0,0,70.0,2,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,210000
99,0,0,1,103.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,245000
101,0,0,1,99.0,3,2.0,6.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,235000
102,0,0,1,100.0,3,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,235000
104,0,0,1,87.0,2,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,190000
111,0,0,0,90.0,3,2.0,2.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,195000
113,0,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,145000
121,0,0,0,85.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,138000
122,0,0,0,90.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,225000
132,0,0,0,121.0,3,2.0,3.0,1,1,1,1,1,1,1,40.3558406,-3.688398889638639,260000
141,0,0,0,95.0,2,1.0,2.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,155000
142,0,0,0,74.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,100000
143,0,0,0,97.0,2,1.0,0.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,210000
144,2,0,0,90.0,2,2.0,7.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,240000
151,0,0,0,50.0,1,1.0,7.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,135000
154,0,0,0,95.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,185000
157,0,1,0,72.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,119900
159,0,1,0,70.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,119900
164,0,0,0,110.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,275000
167,0,0,0,58.0,3,1.0,3.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,105000
168,0,0,0,82.0,3,1.0,4.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,120000
169,0,0,0,83.0,3,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,135000
172,0,0,0,89.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,160000
174,0,0,0,59.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,117000
175,0,0,0,100.0,4,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,165000
176,0,1,0,68.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
179,0,0,0,81.0,3,2.0,3.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,155000
182,0,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
183,0,0,0,80.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
185,0,0,0,50.0,1,1.0,6.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,159000
187,0,0,0,96.0,2,2.0,7.0,1,1,1,1,1,0,1,40.3551089,-3.7001047141537535,210000
188,0,0,0,71.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
189,0,0,0,74.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,139900
190,0,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
193,0,1,0,63.0,3,1.0,0.5,0,0,0,0,0,0,0,40.3558406,-3.688398889638639,100000
194,0,0,0,65.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,90000
198,0,0,0,90.0,3,2.0,3.0,1,1,1,1,1,0,0,40.3455389,-3.7109697,155000
199,0,0,0,66.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
200,0,0,0,102.0,3,2.0,5.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,225000
202,0,0,0,95.0,4,1.0,4.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,138000
203,0,0,0,120.0,3,1.0,2.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,195000
208,0,0,0,82.0,2,2.0,6.0,1,1,1,1,0,0,1,40.3551089,-3.7001047141537535,270000
210,0,0,0,103.0,3,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,250000
212,0,0,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,99000
213,0,0,0,45.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
214,0,0,0,95.0,3,1.0,2.0,1,0,0,0,1,1,0,40.3558406,-3.688398889638639,130000
215,0,1,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,120000
216,0,0,0,71.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,149000
217,0,1,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,135000
218,0,0,0,98.0,4,2.0,0.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,230000
226,0,0,0,105.0,3,2.0,0.0,1,0,0,1,1,0,0,40.3558406,-3.688398889638639,180000
227,0,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,128000
229,0,0,0,86.0,3,1.0,4.0,0,1,0,0,1,0,0,40.3455389,-3.7109697,129000
231,0,0,0,85.0,3,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,135000
232,0,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
233,0,0,0,68.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
234,0,0,0,75.0,3,1.0,5.0,0,0,0,0,0,0,0,40.3551089,-3.7001047141537535,110000
238,0,0,0,53.0,1,1.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,146000
239,2,0,0,125.0,3,3.0,7.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,275000
241,0,0,0,86.0,3,1.0,4.0,0,1,0,0,1,0,0,40.3455389,-3.7109697,129000
244,0,0,0,95.0,3,1.0,0.0,1,0,1,1,0,0,1,40.3455389,-3.7109697,199000
246,0,0,0,69.0,2,1.0,1.0,1,1,0,0,0,0,1,40.3455389,-3.7109697,240000
249,0,0,0,65.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,109000
252,0,0,0,55.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,110000
258,0,0,0,92.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,175000
259,0,0,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,90000
260,0,0,0,63.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,167000
263,0,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
265,0,0,0,61.0,3,1.0,4.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
267,0,0,0,80.0,2,1.0,3.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,115000
268,0,0,0,55.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,96000
269,0,0,0,60.0,2,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,95000
272,0,0,0,55.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,95000
274,0,0,0,53.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,96000
275,0,0,0,58.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,118000
277,0,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
278,1,0,0,103.0,3,2.0,7.0,1,1,1,0,1,0,1,40.3399339,-3.6733878585167616,265000
279,0,0,0,90.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,290000
280,0,0,0,66.0,2,1.0,3.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,90000
282,0,0,0,60.0,2,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,125000
283,0,0,0,101.0,2,2.0,6.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,255000
286,0,0,0,56.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,100000
287,0,1,0,72.0,3,1.0,0.5,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,95000
288,0,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,135000
289,0,0,0,75.0,2,2.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,195000
290,0,0,0,120.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,195000
291,0,0,0,91.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,215000
293,0,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,125000
294,0,0,0,73.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
295,0,1,0,66.0,3,1.0,1.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,93000
296,0,0,0,68.0,2,1.0,4.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,125000
298,0,0,0,56.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,105000
299,0,0,0,100.0,4,1.0,1.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
304,0,1,0,85.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,128000
305,0,0,0,75.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,120000
310,0,0,0,56.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,109000
311,0,0,0,90.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,140000
312,0,0,0,71.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
313,0,0,0,76.0,3,1.0,2.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,110000
314,0,0,0,114.0,4,2.0,2.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,299000
315,0,0,0,90.0,3,2.0,3.0,1,1,1,0,0,1,0,40.3455389,-3.7109697,180000
318,0,1,0,96.0,4,2.0,7.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,170000
319,0,0,0,50.0,1,1.0,2.0,1,1,0,0,0,0,0,40.3399339,-3.6733878585167616,125000
320,0,0,0,85.0,3,2.0,1.0,1,1,1,0,1,0,1,40.3558406,-3.688398889638639,230000
321,0,0,0,90.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,300000
322,0,0,0,60.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
323,2,0,0,90.0,2,2.0,7.0,1,1,1,1,1,1,1,40.3455389,-3.7109697,240000
324,0,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,140000
328,0,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,145000
330,0,0,0,81.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,160000
331,0,0,0,75.0,3,1.0,3.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,180000
332,0,0,0,72.0,3,1.0,2.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,130000
333,0,0,0,95.0,2,2.0,3.0,1,1,1,0,0,0,1,40.3399339,-3.6733878585167616,250000
334,0,0,0,49.0,1,1.0,2.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,190000
335,0,0,0,90.0,3,1.0,2.0,1,0,0,0,1,0,1,40.3455389,-3.7109697,169000
336,0,0,0,78.0,2,1.0,3.0,1,0,0,1,1,1,0,40.3455389,-3.7109697,168000
337,0,0,0,100.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,210000
338,0,0,0,70.0,3,1.0,1.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,95000
341,1,0,0,115.0,3,3.0,3.0,1,1,1,1,1,0,0,40.3399339,-3.6733878585167616,245000
342,0,0,0,70.0,3,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,97000
343,0,0,0,75.0,3,1.0,4.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,155000
345,0,0,0,48.0,2,1.0,4.0,1,1,0,1,0,0,0,40.3399339,-3.6733878585167616,120000
346,0,1,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
351,0,0,0,50.0,1,1.0,6.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,148000
352,0,0,0,50.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,140000
353,0,0,0,94.0,4,1.0,1.0,1,1,0,1,0,0,0,40.3551089,-3.7001047141537535,190000
354,0,0,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,150000
355,0,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,110000
356,0,0,0,105.0,3,2.0,2.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,190000
358,0,0,0,64.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
359,0,0,0,85.0,2,2.0,2.0,1,1,0,0,1,0,1,40.3558406,-3.688398889638639,229000
360,0,0,0,72.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
363,0,0,0,67.0,2,1.0,5.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,115000
364,0,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,1,40.3455389,-3.7109697,150000
365,0,0,0,60.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
366,0,0,0,60.0,3,1.0,1.0,1,0,0,1,0,0,0,40.34326305,-3.688352297394898,105000
367,0,0,0,61.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,108000
369,0,0,0,55.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,95000
377,0,0,0,90.0,3,2.0,5.0,1,1,0,1,0,0,0,40.34326305,-3.688352297394898,139000
378,0,1,0,63.0,2,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,102000
380,0,0,0,70.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,95000
381,0,0,0,71.0,3,1.0,5.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,100000
382,0,0,0,70.0,3,1.0,5.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,97000
384,0,0,0,63.0,3,1.0,5.0,1,0,0,1,0,0,0,40.34326305,-3.688352297394898,119000
385,0,0,0,60.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
386,0,0,0,105.0,3,2.0,5.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,260000
387,0,0,0,93.0,2,2.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,210000
388,0,0,0,80.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,250000
389,0,0,0,54.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,148000
390,0,0,0,64.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
391,0,1,0,68.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
392,0,0,0,100.0,3,2.0,5.0,1,1,1,1,1,0,1,40.3558406,-3.688398889638639,299995
393,0,0,0,62.0,2,2.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,148000
394,0,0,0,78.0,3,1.0,1.0,0,1,0,1,1,0,0,40.3455389,-3.7109697,127000
395,0,0,0,83.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,155000
396,0,0,0,68.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,97000
397,0,1,0,66.0,2,1.0,0.5,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,95000
398,0,1,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,110000
399,0,0,0,65.0,2,1.0,8.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,125000
401,0,0,0,49.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
402,0,0,0,100.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,210000
403,0,0,0,90.0,4,2.0,0.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,230000
405,0,0,0,68.0,2,1.0,8.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
406,0,1,0,90.0,3,1.0,1.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,140000
407,0,0,0,55.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,135000
408,0,0,0,70.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,126000
409,0,0,0,123.0,4,2.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,220000
410,0,0,0,74.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
411,0,0,0,64.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,150000
412,1,0,0,80.0,3,2.0,0.0,1,1,1,0,0,0,0,40.3455389,-3.7109697,160000
413,0,0,0,113.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,359900
417,0,0,0,101.0,2,2.0,0.0,1,1,1,1,1,0,1,40.3455389,-3.7109697,245000
418,0,0,0,75.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,146000
419,0,0,0,52.0,2,1.0,4.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,85000
420,0,0,0,75.0,3,1.0,0.5,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,139900
424,0,0,0,65.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,109900
425,0,0,0,65.0,2,1.0,4.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,105000
427,0,0,0,69.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,132000
428,0,0,0,65.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
429,0,0,0,90.0,3,1.0,1.0,0,0,0,0,1,0,0,40.3455389,-3.7109697,159000
430,0,0,0,100.0,3,2.0,3.0,1,1,1,0,0,0,0,40.3455389,-3.7109697,230000
431,0,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,120000
432,0,0,0,60.0,2,1.0,3.0,1,0,1,0,1,1,0,40.3455389,-3.7109697,138000
435,0,0,0,95.0,4,1.0,4.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,138000
436,0,0,0,80.0,2,2.0,1.0,1,1,1,1,1,1,0,40.3399339,-3.6733878585167616,250000
438,0,0,0,67.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,150000
441,0,1,0,89.0,3,1.0,0.5,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,139000
443,0,0,0,85.0,2,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,180000
446,0,0,0,85.0,3,1.0,2.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,159000
450,2,0,0,53.0,1,1.0,3.0,1,1,0,1,1,0,0,40.3558406,-3.688398889638639,144000
451,0,0,0,89.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,235000
453,0,0,0,65.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,97000
458,0,0,0,80.0,3,1.0,1.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
459,0,0,0,115.0,3,2.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,275000
460,0,0,0,114.0,4,2.0,3.0,1,1,0,0,1,1,1,40.3455389,-3.7109697,257000
461,0,0,0,110.0,3,2.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,274999
464,0,0,0,100.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,285000
465,0,0,0,124.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,260000
467,0,0,0,62.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
474,0,0,0,66.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
476,0,0,0,64.0,2,1.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,149999
478,0,0,0,72.0,2,1.0,3.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,139000
481,0,0,0,59.0,2,2.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
482,0,0,0,90.0,3,1.0,2.0,1,0,1,1,1,1,0,40.3455389,-3.7109697,190000
483,0,0,0,61.0,2,1.0,2.0,0,0,0,0,1,0,0,40.3455389,-3.7109697,93000
488,0,0,0,89.0,2,2.0,4.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,250000
489,0,0,0,68.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,164000
490,0,0,0,65.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
491,0,0,0,114.0,4,2.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,257000
492,0,0,0,70.0,3,1.0,5.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,119000
493,0,0,0,55.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3399339,-3.6733878585167616,99900
494,0,0,0,90.0,2,1.0,0.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,215000
495,0,1,0,67.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
497,1,0,0,125.0,3,3.0,7.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,275000
499,0,0,0,57.0,3,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,109000
500,0,0,0,125.0,3,2.0,1.0,1,1,1,1,1,1,0,40.3558406,-3.688398889638639,210000
501,0,0,0,80.0,3,2.0,4.0,1,1,0,1,1,1,0,40.34326305,-3.688352297394898,130000
503,0,0,0,125.0,3,3.0,7.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,275000
508,0,0,0,52.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,99900
509,0,0,0,102.0,3,2.0,5.0,1,1,1,0,1,0,0,40.3551089,-3.7001047141537535,245000
511,0,0,0,69.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,119000
512,0,0,0,104.0,3,2.0,0.0,1,1,1,1,1,0,1,40.3455389,-3.7109697,305000
514,0,0,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,99000
515,0,0,0,62.0,2,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,93000
516,0,0,0,69.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3399339,-3.6733878585167616,97000
517,0,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,95000
518,0,1,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,128000
519,1,0,0,116.0,3,2.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,280000
522,0,0,0,75.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,125000
